contigName	contigLen	totalAvgDepth	Specific1_Cen01_95.bam	Specific1_Cen01_95.bam-var	Specific1_Cen03_95.bam	Specific1_Cen03_95.bam-var	Specific1_Cen04_95.bam	Specific1_Cen04_95.bam-var	Specific1_Cen05_95.bam	Specific1_Cen05_95.bam-var	Specific1_Cen06_95.bam	Specific1_Cen06_95.bam-var	Specific1_Cen07_95.bam	Specific1_Cen07_95.bam-var	Specific1_Cen10_95.bam	Specific1_Cen10_95.bam-var	Specific1_Cen12_95.bam	Specific1_Cen12_95.bam-var	Specific1_Cen13_95.bam	Specific1_Cen13_95.bam-var	Specific1_Cen14_95.bam	Specific1_Cen14_95.bam-var	Specific1_Cen15_95.bam	Specific1_Cen15_95.bam-var	Specific1_Cen16_95.bam	Specific1_Cen16_95.bam-var	Specific1_Cen17_95.bam	Specific1_Cen17_95.bam-var
PROKKA_02505 Macrolide export ATP-binding/permease protein MacB	762	62.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6487	70.5509	7.15196	1.94663	3.15686	3.13959	15.5245	13.5444	0	0
PROKKA_02506 Macrolide export ATP-binding/permease protein MacB	1236	69.4467	0	0	0	0	0	0	0	0	0	0	0	0	0.139042	0.11982	0	0	39.2348	86.724	9.63628	18.9604	3.89963	2.57054	18.7505	7.5928	0	0
PROKKA_02507 Macrolide export ATP-binding/permease protein MacB	1278	63.7838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0691	46.0323	11.0115	16.8988	4.08688	7.51832	14.5736	11.1243	0	0
PROKKA_02508 Crossover junction endodeoxyribonuclease RusA	477	54.9285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.3211	46.7814	2.69113	2.39395	0.672783	0.465656	16.0581	7.8278	0	0
PROKKA_02509 cell division protein MraZ	441	56.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8213	123.858	8.01718	6.5515	1.28866	0.480649	14.6907	5.75338	0	0
PROKKA_02510 DNA binding domain, excisionase family	195	8.4029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62222	0	2	0	1	0	6.24444	0	0	0
PROKKA_02511 putative regulatory protein, FmdB family	345	45.7853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9436	61.0148	7.38974	1.4876	8.73846	6.44224	10.841	2.41887	0	0
PROKKA_02512 DNA utilization protein GntX	792	58.0906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.553	61.7668	9.43302	4.3124	1.96417	3.43983	15.2726	39.028	0	0
PROKKA_02513 putative ABC transporter ATP-binding protein/MT1014	846	63.6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5905	49.4841	9.44397	7.96838	3.5546	1.68008	13.2069	7.02443	0	0
PROKKA_02514 Dihydroorotate dehydrogenase A (fumarate)	927	61.7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5161	62.5361	8.52252	10.2734	1.79923	1.76919	16.6332	11.7726	0	0
PROKKA_02515 Transcriptional regulatory protein FixJ	279	35.6201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7364	20.6382	6.78295	0.444768	0	0	18.6589	14.1156	0	0
PROKKA_02516 ABC transporter permease YtrF precursor	2628	67.0254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5416	93.9915	9.17918	12.389	3.24052	3.93673	16.0004	15.4984	0	0
PROKKA_02517 hypothetical protein	603	63.7757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0706	41.0085	7.23179	2.48187	1.83664	0.682647	15.5099	10.009	0	0
PROKKA_02518 PEGA domain protein	624	66.9032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.346	73.0153	11.7996	15.961	2.56962	0.933696	17.0738	15.8063	0	0
PROKKA_02519 HTH-type transcriptional regulator SinR	321	52.8511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.6491	50.153	8.0117	2.39814	3.39181	2.20441	16.4971	14.3481	0	0
PROKKA_02520 Biotin synthase	996	64.8671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.156	51.3252	6.91726	7.50429	1.9539	4.54383	17.4941	19.0288	0	0
PROKKA_02521 tetratricopeptide repeat protein	1401	70.9582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9912	76.354	9.09592	11.6496	2.8761	2.96196	16.9584	23.4727	0	0
PROKKA_02522 Ribosomal silencing factor RsfS	312	61.0786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9259	68.1139	6.45062	2.33755	3.74691	5.48904	20.0062	5.19469	0	0
PROKKA_02523 Nicotinate-nucleotide adenylyltransferase	687	70.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.581	26.1676	9.07263	4.91925	3.86778	0.846284	21.4507	38.4398	0	0
PROKKA_02524 Glutamate 5-kinase	1122	68.8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5154	34.5972	6.63889	18.5674	4.24177	5.65044	15.8621	11.8254	0	0
PROKKA_02525 Spo0B-associated GTP-binding protein	1026	61.4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1096	54.3947	8.24543	8.13076	1.48744	1.032	19.008	28.4112	0	0
PROKKA_02526 50S ribosomal protein L27	264	39.0538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2105	29.8432	6.66667	1.47438	0.789474	0.167676	9.24561	1.3418	0	0
PROKKA_02527 50S ribosomal protein L21	315	52.4008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4121	35.8047	6.07273	1.98803	0.545455	0.249446	17.3636	10.5198	0	0
PROKKA_02528 hypothetical protein	546	62.5895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1742	148.161	9.18939	4.25886	3.05556	1.74261	17.6414	8.29107	0	0
PROKKA_02529 Enolase	483	62.2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0841	16.4005	7.28829	5.24152	1.03003	0.649696	19.3123	16.2044	0	0
PROKKA_02530 cell division protein FtsB	345	66.5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7897	44.3376	6.07692	1.12408	4.45128	1.38382	26.0564	26.676	0	0
PROKKA_02531 GTPase Era	927	65.6826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.3488	84.4088	8.72716	4.26231	1.7529	1.04024	16.7799	38.4214	0	0
PROKKA_02532 Magnesium transporter MgtE	1434	74.6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3598	77.6203	8.32866	11.3598	2.03583	3.2914	16.8995	39.5191	0	0
PROKKA_02533 hypothetical protein	984	62.6779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3177	61.8432	9.07794	6.12045	2.93285	5.39672	18.9508	13.7392	0	0
PROKKA_02534 hypothetical protein	399	54.4858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5462	31.4326	7.03614	8.21516	1.06024	0.570769	18.4177	13.6075	0	0
PROKKA_02535 hypothetical protein	4785	67.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.225	53.3672	8.29493	10.3058	2.98015	4.21961	17.1491	22.9662	0	0
PROKKA_02536 hypothetical protein	4941	70.5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0365	70.8559	8.52557	12.1646	3.42392	4.71826	19.0785	41.9231	0	0
PROKKA_02537 hypothetical protein	2016	70.2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9143	39.5101	8.65809	7.28884	3.15113	3.7479	17.8221	29.8221	0	0
PROKKA_02538 hypothetical protein	1779	65.4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8447	21.8577	9.92081	11.8311	3.44015	4.13981	17.6636	23.3103	0	0
PROKKA_02539 Polar organelle development protein	2115	60.7537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1893	63.9019	8.61272	30.4887	2.90992	2.34055	16.112	10.3299	0	0
PROKKA_02540 Autotransporter protein or domain, integral membrane beta-barrel involved in protein secretion	1362	66.8338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2393	43.1263	8.61799	6.42631	1.44307	2.2787	21.4422	21.2846	0	0
PROKKA_02541 hypothetical protein	264	44.6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7368	25.9671	7.57895	0.727915	0	0	20.8333	8.86788	0	0
PROKKA_02542 lipoprotein NlpI	999	68.9734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1649	94.3948	7.33804	6.57566	1.95524	3.30838	17.3274	23.6794	0	0
PROKKA_02543 type III secretion system chaperone protein SscB	1386	67.9521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.1133	68.7978	7.0267	16.4992	2.8301	3.4336	16.8851	14.5422	0	0
PROKKA_02544 hypothetical protein	528	49.8382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7698	23.175	6.50794	3.45714	2.98942	0.74133	12.1349	5.1413	0	0
PROKKA_02545 hypothetical protein	513	62.5806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.4931	45.4035	10.0303	5.85784	3.90634	2.53459	13.1185	11.9915	0	0
PROKKA_02546 hypothetical protein	1485	61.1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.6217	171.688	11.3588	11.5454	3.22472	6.20518	14.5094	13.1459	0	0
PROKKA_02547 tRNA-Ser(cag)	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02548 hypothetical protein	393	54.6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.6543	73.0861	7.78601	3.91698	3.83951	2.60018	16.1276	9.82607	0	0
PROKKA_02549 Integrase core domain protein	606	61.5187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.0855	126.206	7.57675	7.65055	0.754386	1.3813	14.7719	5.32415	0	0
PROKKA_02550 hypothetical protein	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02551 hypothetical protein	1188	82.7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3998	50.5571	9.42678	7.33758	3.39981	3.40519	18.2755	30.5608	0	0
PROKKA_02552 Virulence protein	957	67.6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.8055	80.1931	7.12268	7.45602	3.13259	2.43322	15.4882	36.5916	0	0
PROKKA_02553 hypothetical protein	228	29.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.359	2.45954	4.76923	0.252581	2.71795	0.131868	14.2949	0.915085	0.871795	0.049284
PROKKA_02554 Epimerase family protein	939	61.3964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2446	92.1553	7.10013	6.0092	1.92269	1.12112	18.8226	41.769	0	0
PROKKA_02555 hypothetical protein	975	69.1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2618	55.5042	7.11636	8.78634	2.51758	2.58537	17.1261	9.46473	0	0
PROKKA_02556 hypothetical protein	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_02557 hypothetical protein	309	56.5864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8428	46.1165	9.93082	6.3069	0.584906	0.244328	16.5472	4.24035	0	0
PROKKA_02558 hypothetical protein	666	57.2432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1764	67.3707	8.1376	13.5681	1.78101	3.17325	17.9884	10.1037	0	0
PROKKA_02559 hypothetical protein	1200	63.4741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8067	30.4331	7.45048	13.7383	2.14667	2.52392	15.1629	11.9353	0	0
PROKKA_02560 hypothetical protein	801	58.7764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.3932	73.0154	6.80184	4.49652	2.77727	3.16927	15.9293	4.82061	0	0
PROKKA_02561 hypothetical protein	789	57.5417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3302	27.7923	8.71675	5.55377	1.56025	0.857649	15.0516	12.1747	0	0
PROKKA_02562 Lipid A 3-O-deacylase (PagL)	606	60.3161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5702	116.116	6.96491	6.02414	1.20395	1.40549	15.1557	23.8909	0	0
PROKKA_02563 hypothetical protein	753	48.8994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7114	146.49	6.78275	16.2547	1.50249	1.20058	13.7098	11.8993	0	0
PROKKA_02564 Spermidine/putrescine import ATP-binding protein PotA	1104	77.3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.6939	51.3547	7.62579	13.7236	3.51153	3.10724	17.1635	9.61776	0.156184	0.133368
PROKKA_02565 Molybdenum transport system permease protein ModB	675	67.7126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.0533	115.784	10.2952	14.4108	1.15048	0.704416	13.6781	10.9042	0	0
PROKKA_02566 Molybdenum-pterin-binding protein II	204	19.9514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5926	0	3.98148	0	2.57407	0	14.5926	0	0	0
PROKKA_02567 hypothetical protein	351	34.7516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7313	13.2348	4.03483	1.77378	3.38308	0.809456	11.5871	12.8661	0	0
PROKKA_02568 Molybdate-binding periplasmic protein precursor	825	64.8365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.323	66.5681	10.5659	9.86401	3.34815	1.43719	18.9244	9.28744	0	0
PROKKA_02569 hypothetical protein	753	58.2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8458	81.7374	4.89718	6.65035	2.55058	1.50607	17.2604	11.4976	0	0
PROKKA_02570 Phosphate-selective porin	1755	73.9948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.1707	64.0865	6.95265	9.36041	2.98692	2.9202	16.4804	8.03737	0	0
PROKKA_02571 hypothetical protein	693	64.4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.2284	22.234	11.3057	19.4422	1.69982	1.49875	18.3149	12.6193	0	0
PROKKA_02572 Molybdate-binding periplasmic protein precursor	861	69.1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.8439	46.644	10.6582	8.13014	2.02532	1.97236	15.0014	11.9761	0	0
PROKKA_02573 putative molybdopterin biosynthesis protein MoeA/LysR substrate binding-domain-containing protein	1230	61.8411	0	0	0	0	0	0	0	0	0	0	0	0	0.249074	0.189061	0	0	39.1148	48.5308	6.61296	6.04176	2.78611	2.18662	15.0602	6.31059	0	0
PROKKA_02574 hypothetical protein	1065	79.1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.4634	42.8729	9.93552	6.00105	1.95301	4.96335	16.5683	16.4272	0.253552	0.239219
PROKKA_02575 Phytochrome-like protein cph1	1563	73.4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3793	69.6734	8.08917	12.0706	2.94551	2.56801	17.7275	23.3495	0.106865	0.0955101
PROKKA_02576 Transcriptional regulatory protein ZraR	1374	69.3913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7835	56.1973	9.52369	6.45239	1.95016	1.67425	17.0964	29.4989	0	0
PROKKA_02577 Response regulator rcp1	465	64.8484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5619	111.847	8.8381	2.50527	1.78095	0.197088	16.7937	11.8826	0	0
PROKKA_02578 hypothetical protein	1023	67.2873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.3746	66.4741	10.9851	8.65705	1.37572	0.986759	15.2199	12.678	0	0
PROKKA_02579 Cation efflux system protein CzcA	3261	67.5938	0.0970749	0.145562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3774	71.3712	9.65445	14.0245	3.14722	3.60611	16.0698	26.7573	0	0
PROKKA_02580 Macrolide-specific efflux protein MacA precursor	1206	69.4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5057	73.1115	8.0947	15.8665	4.60417	5.85621	17.4025	12.7987	0.142992	0.122662
PROKKA_02581 Outer membrane protein TolC precursor	1407	69.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0223	22.2923	9.28162	10.1546	2.87908	2.08262	19.3532	16.2489	0	0
PROKKA_02582 photosystem I assembly protein Ycf3	969	77.2315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.8168	58.5262	8.98901	14.8862	5.04518	2.56054	18.6447	7.64446	0	0
PROKKA_02583 hypothetical protein	717	73.2013	0	0	0	0	0	0	0	0	0	0	0	0	0.19224	0.156642	0	0	44.5079	55.923	9.16049	9.72445	3.25926	1.24846	20.5503	67.782	0	0
PROKKA_02584 Peptidyl-prolyl cis-trans isomerase B	510	64.6554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9056	44.0031	12.1111	6.75877	4.25833	2.64004	13.5972	17.0999	0	0
PROKKA_02585 Ycf48-like protein	1122	72.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.5021	72.9667	6.94856	6.21046	2.2356	1.84822	15.9794	7.48422	0	0
PROKKA_02586 Sec-independent protein translocase protein TatC	765	64.1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2244	161.362	7.05691	11.315	1.11057	1.04491	16.3236	21.6401	0	0
PROKKA_02587 hypothetical protein	243	38.7649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5054	4.88382	11.3871	3.22441	3.68817	0.486209	12.6129	3.24053	0	0
PROKKA_02588 ribosomal-protein-alanine N-acetyltransferase	513	55.0683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.4904	128.418	11.0992	15.1839	5.30303	1.42247	14.427	16.3801	0	0
PROKKA_02589 universal bacterial protein YeaZ	792	61.9288	0	0	0	0	0	0	0	0	0	0	0	0	0.390966	0.239805	0	0	41.3193	83.022	6.3785	4.23214	2.34735	3.62137	14.8318	13.7665	0	0
PROKKA_02590 hypothetical protein	885	75.643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.166	40.7957	8.92517	7.76712	2.0517	3.82526	19.0626	21.9557	0	0
PROKKA_02591 Lon protease 2	1362	71.946	0	0	0	0	0	0	0	0	0	0	0	0	0.249175	0.246703	0	0	44.448	87.3726	7.92904	13.1504	1.72937	1.14411	19.6452	22.0022	0	0
PROKKA_02592 hypothetical protein	861	62.6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5035	27.744	7.68214	8.24504	3.60759	1.41183	14.8931	7.32293	0	0
PROKKA_02593 hypothetical protein	240	50.6679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6556	14.9719	6.66667	0.186767	2.97778	0.0219726	16.8556	4.55382	0	0
PROKKA_02594 Putative peroxiredoxin bcp	468	68.0401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.9623	42.9559	9.50943	4.91932	1.40881	0.375502	19.566	31.0875	0	0
PROKKA_02595 type IV pilus biogenesis/stability protein PilW	444	65.8764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6293	71.7467	10.1463	8.63878	1.0034	0.628786	14.8537	3.26665	0	0
PROKKA_02596 hypothetical protein	279	53.0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4419	50.6923	12.3256	3.68823	4.34109	1.039	13.1395	6.62683	0	0
PROKKA_02597 hypothetical protein	282	57.8458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6439	54.8038	8.07576	2.40452	5.43182	1.30164	15.8636	7.73768	0	0
PROKKA_02598 hypothetical protein	384	43.7391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1667	34.3799	5.05556	1.26784	1.6453	0.238454	9.34188	17.7668	0	0
PROKKA_02599 putative exonuclease	789	65.0713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1283	57.4221	7.51017	4.70391	5.10172	4.82791	14.856	21.6224	0	0
PROKKA_02600 Serine/threonine phosphatase stp	762	71.0855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.6487	59.354	5.91013	2.54049	4.07516	3.1825	21.4722	79.889	0	0
PROKKA_02601 hypothetical protein	918	80.2726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0651	80.8065	9.1237	9.12995	0.88151	0.43796	20.8203	27.2366	0	0
PROKKA_02602 hypothetical protein	1014	74.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6921	31.7217	9.66435	5.81569	2.1956	1.80506	16.0752	22.2232	0	0
PROKKA_02603 hypothetical protein	135	0.881481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881481	0	0	0	0	0	0	0
PROKKA_02604 hypothetical protein	180	14.7333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1667	0	5.93333	0	1	0	3.63333	0	0	0
PROKKA_02605 hypothetical protein	543	71.5994	0	0	0	0	0	0	0	0	0	0	0	0	0.768448	0.25492	0	0	44.3384	35.8886	12.9746	8.35567	2.21628	0.741951	17.6081	20.8916	0	0
PROKKA_02606 hypothetical protein	435	59.9001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.993	26.0198	8.20702	5.46732	2.67719	1.32246	19.2982	18.5067	0	0
PROKKA_02607 hypothetical protein	513	54.6433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5014	53.5997	9.36915	2.63208	2.35262	2.21812	10.6309	7.28361	0	0
PROKKA_02608 Lysine 6-dehydrogenase	1089	71.1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.7827	17.2868	9.32268	5.60791	1.62407	1.03011	14.0181	10.5984	0	0
PROKKA_02609 Succinate-semialdehyde dehydrogenase [NADP(+)]	1518	74.9757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6447	71.3952	9.18202	8.21153	2.20541	2.30095	20.8406	10.7435	0	0
PROKKA_02610 methylmalonyl-CoA epimerase	600	59.5709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4667	32.9919	8.26889	11.2925	1.8	1.41242	17.6178	5.99685	0	0
PROKKA_02611 hypothetical protein	273	53.4402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.2764	46.7325	9.44715	1.67333	2.42276	0.739037	16.3333	8.54032	0	0
PROKKA_02612 Transcriptional regulatory protein DevR (DosR)	279	53.1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3333	54.1106	3.2093	0.859011	2.4031	0.262112	12.5194	1.39765	0	0
PROKKA_02613 hypothetical protein	318	51.4226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7857	26.6941	11.7321	3.93884	0.369048	0.243478	14.131	5.2083	0	0
PROKKA_02614 RTX-I toxin determinant B	2178	76.7118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.3294	101.03	9.75986	12.8538	3.31213	6.56914	17.6198	33.0974	0	0
PROKKA_02615 Hemolysin secretion protein D, chromosomal	1398	66.8509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2652	58.7936	7.45753	7.88128	1.94551	0.884611	16.0369	9.10683	0	0
PROKKA_02616 hypothetical protein	444	62.7116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.2381	86.1727	6.72449	3.06603	4.89796	0.835888	11.2347	6.33859	0	0
PROKKA_02617 Release factor glutamine methyltransferase	1200	68.6584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.5876	33.145	8.07619	12.3589	1.68286	1.10848	16.2905	9.02921	0.284762	0.20509
PROKKA_02618 Gamma-glutamyl phosphate reductase	1365	62.2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0066	69.2646	6.82222	5.53618	3.1465	4.54829	18.0436	22.7889	0	0
PROKKA_02619 hypothetical protein	675	62.3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0457	22.878	8.77714	4.94487	2.06857	1.90914	18.5752	19.4647	0	0
PROKKA_02620 Methylthioribulose-1-phosphate dehydratase	651	60.1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8104	35.7363	6.83433	9.06411	3.61677	3.43891	15.014	17.1813	0	0
PROKKA_02621 Acireductone dioxygenase (Fe(2+)-requiring)	534	70.0978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3203	68.168	6.73698	1.66406	5.15885	3.30825	18.2005	33.5326	0	0
PROKKA_02622 2,3-diketo-5-methylthio-1-phosphopentane phosphatase	744	65.1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2391	45.5645	7.44108	2.93796	2.60943	2.03415	20.6852	11.6395	0	0
PROKKA_02623 hypothetical protein	660	61.6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4529	41.4408	8.67255	21.9132	1.92745	0.632091	14.7353	15.761	0	0
PROKKA_02624 hypothetical protein	312	50.7844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9938	49.9023	8.01235	2.19113	1.40123	0.241738	10.2284	2.74396	0	0
PROKKA_02625 putative regulatory protein, FmdB family	225	28.4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.36	1.19712	5.70667	0.117117	1.8	0.085766	7.78667	0.101622	0	0
PROKKA_02626 hypothetical protein	261	43.8209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1081	41.3736	9.33333	1.34316	3.45946	0.433088	7.58559	2.95283	0	0
PROKKA_02627 Oxygen-independent coproporphyrinogen-III oxidase 1	1146	72.6585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.8484	92.7255	9.29116	18.2089	3.24197	3.84949	17.8022	21.3678	0	0
PROKKA_02628 hypothetical protein	360	46.6283	0.609524	0.239144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3524	80.5132	11.7048	3.16247	1.89048	0.454066	12.7571	7.44871	0	0
PROKKA_02629 hypothetical protein	180	9.61071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3667	0	2.96667	0	1.63333	0	4.73333	0	0	0
PROKKA_02630 hypothetical protein	369	53.1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2511	61.5593	8.3105	6.25462	2.53425	0.305015	20.4201	31.3763	0	0
PROKKA_02631 hypothetical protein	174	8.41076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.25	0	2.29167	0	0.333333	0	4.66667	0	0	0
PROKKA_02632 hypothetical protein	369	48.3567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8037	77.6834	4.42922	9.12743	1.50228	0.251142	8.26484	3.35169	0	0
PROKKA_02633 Antitoxin VapB46	282	43.9575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8788	28.3655	8.92424	5.39833	2.62879	0.42031	12.053	3.61809	0	0
PROKKA_02634 Putative copper export protein	525	64.2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.632	125.647	9.752	4.19826	3.94667	1.62962	16.8507	23.1778	0	0
